archetype,kind,instance,base_instance,difficulty,sub_class,perturbation_type,paradigm,model,run_label,success,total_tokens,input_tokens,output_tokens,tool_call_count,latency_s,iteration_overflow,error,source_file
C,clean,c-low-4,,low,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1048,920,128,0,1.535881933006749,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-low-4,,low,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1107,1081,26,0,3.176224564995209,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-low-5,,low,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1056,930,126,0,1.432121031000861,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-low-5,,low,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1117,1091,26,0,0.8195221069981926,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-med-1,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1337,1135,202,0,1.9151679130009143,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-med-1,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1338,1296,42,0,0.9511701609953889,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-med-2,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1347,1161,186,0,4.216019607003545,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-med-2,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1364,1322,42,0,0.903845185006503,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-med-3,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1348,1155,193,0,1.7422091020052903,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-med-3,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1358,1316,42,0,0.9370071710000047,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-med-4,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1344,1140,204,0,1.9310424699942814,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-med-4,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1343,1301,42,0,0.8831556649965933,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-med-5,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1357,1173,184,0,1.80247444199631,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-med-5,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1376,1334,42,0,1.101223924997612,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-high-1,,high,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,2633,2305,328,0,3.278048544001649,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-high-1,,high,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1776,1710,66,0,1.1233627119945595,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-high-2,,high,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,2650,2321,329,0,3.3026811859963345,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-high-2,,high,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1792,1726,66,0,1.2020224430016242,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-high-3,,high,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,2604,2272,332,0,3.2779557449975982,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-high-3,,high,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1743,1677,66,0,0.9208114499997464,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-high-4,,high,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,2620,2312,308,0,3.0040823820017977,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-high-4,,high,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1783,1717,66,0,1.4017433890039683,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-high-5,,high,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,2597,2309,288,0,3.2756403659950593,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
C,clean,c-high-5,,high,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1780,1714,66,0,1.1251989820011659,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/c_validation_20260706_191630.json
D,clean,d-low-1,,low,no_action_gate_G1,,workflow,gpt-5.4-mini-2026-03-17,run2,True,906,835,71,9,5.1501468010028475,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-low-1,,low,no_action_gate_G1,,agent,gpt-5.4-mini-2026-03-17,run2,True,5564,5425,139,7,3.9070079890007037,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-low-2,,low,no_action_gate_G2,,workflow,gpt-5.4-mini-2026-03-17,run2,True,898,828,70,9,3.7462730010011,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-low-2,,low,no_action_gate_G2,,agent,gpt-5.4-mini-2026-03-17,run2,True,5543,5404,139,7,3.7856509379998897,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-low-3,,low,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,904,834,70,9,3.790126550993591,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-low-3,,low,,,agent,gpt-5.4-mini-2026-03-17,run2,True,5561,5422,139,7,3.481057293996855,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-low-4,,low,no_action_over_limit,,workflow,gpt-5.4-mini-2026-03-17,run2,True,904,834,70,9,3.866644207999343,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-low-4,,low,no_action_over_limit,,agent,gpt-5.4-mini-2026-03-17,run2,True,5561,5422,139,7,3.1042721420017187,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-low-5,,low,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,904,834,70,9,3.6794950740004424,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-low-5,,low,,,agent,gpt-5.4-mini-2026-03-17,run2,True,5566,5422,144,7,3.583214328995382,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-med-1,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,904,834,70,9,3.7865412190003553,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-med-1,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,False,5561,5422,139,7,3.584957134000433,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-med-2,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,900,830,70,9,3.7887678730039624,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-med-2,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,True,5552,5410,142,7,3.342703818998416,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-med-3,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,904,834,70,9,3.8248111749999225,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-med-3,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,False,5561,5422,139,7,3.1730904520009062,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-med-4,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,900,830,70,9,5.530015142001503,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-med-4,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,True,5549,5410,139,7,3.9393279110008734,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-med-5,,med,no_action_over_limit_via_bonus,,workflow,gpt-5.4-mini-2026-03-17,run2,True,904,834,70,9,4.05015744100092,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-med-5,,med,no_action_over_limit_via_bonus,,agent,gpt-5.4-mini-2026-03-17,run2,True,5561,5422,139,7,3.479531691002194,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-high-1,,high,boundary_inclusive_triple_bonus,,workflow,gpt-5.4-mini-2026-03-17,run2,True,900,830,70,9,3.994183144000999,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-high-1,,high,boundary_inclusive_triple_bonus,,agent,gpt-5.4-mini-2026-03-17,run2,True,5552,5410,142,7,3.583436110006005,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-high-2,,high,no_action_over_limit_via_three_bonuses,,workflow,gpt-5.4-mini-2026-03-17,run2,True,900,830,70,9,3.9960379830008605,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-high-2,,high,no_action_over_limit_via_three_bonuses,,agent,gpt-5.4-mini-2026-03-17,run2,False,5552,5410,142,7,3.0687647459999425,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-high-3,,high,new_bonuses_apac_newlogo_strategic_regional_vp,,workflow,gpt-5.4-mini-2026-03-17,run2,True,913,842,71,9,3.993461641999602,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-high-3,,high,new_bonuses_apac_newlogo_strategic_regional_vp,,agent,gpt-5.4-mini-2026-03-17,run2,True,5596,5446,150,7,3.6857053359999554,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-high-4,,high,no_action_credit_hold_gate_dominates_full_chain,,workflow,gpt-5.4-mini-2026-03-17,run2,True,899,829,70,9,4.1065790749999,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-high-4,,high,no_action_credit_hold_gate_dominates_full_chain,,agent,gpt-5.4-mini-2026-03-17,run2,True,5546,5407,139,7,4.5969849309985875,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-high-5,,high,precedence_P2_high_value_over_bracket,,workflow,gpt-5.4-mini-2026-03-17,run2,True,900,830,70,9,5.637793846995919,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
D,clean,d-high-5,,high,precedence_P2_high_value_over_bracket,,agent,gpt-5.4-mini-2026-03-17,run2,True,5554,5410,144,7,4.649763747998804,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/d_validation_20260706_191832.json
E,clean,e-low-1,,low,,,workflow,gpt-5.4-mini-2026-03-17,run2,False,1406,1138,268,0,3.525743837999471,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-low-1,,low,,,agent,gpt-5.4-mini-2026-03-17,run2,True,1141,1137,4,0,0.8963745529981679,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-low-2,,low,vague_eta,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1297,1067,230,0,2.046767637002631,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-low-2,,low,vague_eta,,agent,gpt-5.4-mini-2026-03-17,run2,True,1088,1066,22,0,1.0246519870051998,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-low-3,,low,wrong_reference,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1339,1100,239,0,2.149093185995298,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-low-3,,low,wrong_reference,,agent,gpt-5.4-mini-2026-03-17,run2,False,1103,1099,4,0,0.8192586829973152,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-low-4,,low,obvious_multi_fail,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1329,1086,243,0,2.7695676989969797,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-low-4,,low,obvious_multi_fail,,agent,gpt-5.4-mini-2026-03-17,run2,True,1099,1085,14,0,0.8147088680052548,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-low-5,,low,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1373,1123,250,0,2.0496986610014574,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-low-5,,low,,,agent,gpt-5.4-mini-2026-03-17,run2,False,1144,1122,22,0,5.526709715006291,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-med-1,,med,no_eta_in_friendly_wrapping,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1339,1095,244,0,2.150942020001821,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-med-1,,med,no_eta_in_friendly_wrapping,,agent,gpt-5.4-mini-2026-03-17,run2,False,1104,1094,10,0,0.8162397559935926,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-med-2,,med,scope_creep_plus_vague,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1342,1100,242,0,2.2508494930007146,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-med-2,,med,scope_creep_plus_vague,,agent,gpt-5.4-mini-2026-03-17,run2,False,1115,1099,16,0,0.8218102829996496,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-med-3,,med,compact_compliance,,workflow,gpt-5.4-mini-2026-03-17,run2,False,1397,1115,282,0,2.2758112459996482,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-med-3,,med,compact_compliance,,agent,gpt-5.4-mini-2026-03-17,run2,True,1118,1114,4,0,0.7972870199955651,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-med-4,,med,dismissive_plus_scope_creep,,workflow,gpt-5.4-mini-2026-03-17,run2,False,1310,1089,221,0,1.9459356389997993,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-med-4,,med,dismissive_plus_scope_creep,,agent,gpt-5.4-mini-2026-03-17,run2,False,1110,1088,22,0,0.824466145997576,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-med-5,,med,stacked_subtle_fails,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1361,1118,243,0,2.454077795999183,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-med-5,,med,stacked_subtle_fails,,agent,gpt-5.4-mini-2026-03-17,run2,True,1133,1117,16,0,1.228525652004464,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-high-1,,high,boundary_pass_eta_window,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1392,1129,263,0,2.1472521590039833,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-high-1,,high,boundary_pass_eta_window,,agent,gpt-5.4-mini-2026-03-17,run2,True,1132,1128,4,0,0.8198771800016402,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-high-2,,high,boundary_needs_revision_two_fails,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1309,1100,209,0,2.152268814999843,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-high-2,,high,boundary_needs_revision_two_fails,,agent,gpt-5.4-mini-2026-03-17,run2,False,1115,1099,16,0,0.816347409003356,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-high-3,,high,boundary_fail_three_fails,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1336,1090,246,0,2.0466707820014562,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-high-3,,high,boundary_fail_three_fails,,agent,gpt-5.4-mini-2026-03-17,run2,True,1093,1089,4,0,0.6152234940018388,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-high-4,,high,soft_scope_creep_at_renewal,,workflow,gpt-5.4-mini-2026-03-17,run2,True,1395,1140,255,0,2.252859950000129,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-high-4,,high,soft_scope_creep_at_renewal,,agent,gpt-5.4-mini-2026-03-17,run2,False,1155,1139,16,0,0.7735724950034637,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-high-5,,high,looks_critical_actually_pass,,workflow,gpt-5.4-mini-2026-03-17,run2,False,1436,1187,249,0,2.093865344002552,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
E,clean,e-high-5,,high,looks_critical_actually_pass,,agent,gpt-5.4-mini-2026-03-17,run2,True,1202,1186,16,0,0.8637708899987047,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/e_validation_20260706_191929.json
F,clean,f-low-1,,low,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,2965,2775,190,1,3.605695301994274,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-low-1,,low,,,agent,gpt-5.4-mini-2026-03-17,run2,True,6145,6028,117,1,2.5212912959977984,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-low-2,,low,,,workflow,gpt-5.4-mini-2026-03-17,run2,False,2906,2728,178,2,2.9378060749950237,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-low-2,,low,,,agent,gpt-5.4-mini-2026-03-17,run2,False,5425,5370,55,1,2.9546359950036276,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-low-3,,low,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,2842,2679,163,1,3.314965402998496,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-low-3,,low,,,agent,gpt-5.4-mini-2026-03-17,run2,True,5787,5682,105,1,2.7277342279994627,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-low-4,,low,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,2727,2627,100,1,2.6072847790055675,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-low-4,,low,,,agent,gpt-5.4-mini-2026-03-17,run2,True,5375,5346,29,1,2.432461519994831,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-low-5,,low,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,2881,2727,154,2,2.9520057550034835,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-low-5,,low,,,agent,gpt-5.4-mini-2026-03-17,run2,True,5408,5367,41,1,1.7921044760005316,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-med-1,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,3257,2992,265,5,5.096024156999192,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-med-1,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,True,9092,8920,172,5,3.4291989490011474,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-med-2,,med,read_conditional (plan-time-decidable branch on read results),,workflow,gpt-5.4-mini-2026-03-17,run2,False,3169,2834,335,3,4.3331411450053565,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-med-2,,med,read_conditional (plan-time-decidable branch on read results),,agent,gpt-5.4-mini-2026-03-17,run2,True,9339,9170,169,2,4.303009350995126,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-med-3,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,3868,3385,483,10,3.6818958379953983,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-med-3,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,True,10254,9957,297,10,4.229786732998036,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-med-4,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,True,4836,4068,768,18,5.449482503005129,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-med-4,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,True,12204,11697,507,18,5.746166782002547,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-med-5,,med,,,workflow,gpt-5.4-mini-2026-03-17,run2,False,4200,3088,1112,11,9.244190170000365,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-med-5,,med,,,agent,gpt-5.4-mini-2026-03-17,run2,False,56323,55395,928,18,10.42581966099533,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-high-1,,high,"novel (runtime-feedback, chained: two independent action outcomes)",,workflow,gpt-5.4-mini-2026-03-17,run2,False,3952,3679,273,4,3.6651835949960514,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-high-1,,high,"novel (runtime-feedback, chained: two independent action outcomes)",,agent,gpt-5.4-mini-2026-03-17,run2,True,9991,9727,264,6,4.680165283003589,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-high-2,,high,"novel (runtime-feedback, no-action-on-failure)",,workflow,gpt-5.4-mini-2026-03-17,run2,False,3481,3080,401,6,4.874810834997334,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-high-2,,high,"novel (runtime-feedback, no-action-on-failure)",,agent,gpt-5.4-mini-2026-03-17,run2,True,9045,8921,124,2,3.496564828004921,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-high-3,,high,canonical,,workflow,gpt-5.4-mini-2026-03-17,run2,False,7024,6309,715,9,9.24370322500181,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-high-3,,high,canonical,,agent,gpt-5.4-mini-2026-03-17,run2,False,23301,22554,747,12,7.8944356459978735,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-high-4,,high,novel,,workflow,gpt-5.4-mini-2026-03-17,run2,False,6282,6013,269,3,4.183444203998079,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-high-4,,high,novel,,agent,gpt-5.4-mini-2026-03-17,run2,False,15406,15231,175,3,6.331554088996199,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-high-5,,high,novel,,workflow,gpt-5.4-mini-2026-03-17,run2,False,3418,3050,368,5,5.920837669997127,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
F,clean,f-high-5,,high,novel,,agent,gpt-5.4-mini-2026-03-17,run2,True,15556,15378,178,4,6.122805787003017,,,data/results/final/gpt-5.4-mini-2026-03-17/run2/f_validation_20260706_192154.json
G,clean,g-low-1,,low,close_notify,,workflow,gpt-5.4-mini-2026-03-17,run2,False,2468,2187,281,2,5.374921392998658,False,,data/results/final/gpt-5.4-mini-2026-03-17/run2/g_validation_20260706_192528.json
G,clean,g-low-1,,low,close_notify,,agent,gpt-5.4-mini-2026-03-17,run2,True,5996,5742,254,4,5.916434785001911,False,,data/results/final/gpt-5.4-mini-2026-03-17/run2/g_validation_20260706_192528.json
G,clean,g-low-2,,low,blocked_close,,workflow,gpt-5.4-mini-2026-03-17,run2,False,2568,2269,299,3,4.204620338001405,False,,data/results/final/gpt-5.4-mini-2026-03-17/run2/g_validation_20260706_192528.json
G,clean,g-low-2,,low,blocked_close,,agent,gpt-5.4-mini-2026-03-17,run2,True,6321,5965,356,4,6.138186296004278,False,,data/results/final/gpt-5.4-mini-2026-03-17/run2/g_validation_20260706_192528.json
G,clean,g-low-3,,low,reassign_handover,,workflow,gpt-5.4-mini-2026-03-17,run2,True,2491,2255,236,2,3.375589900002524,False,,data/results/final/gpt-5.4-mini-2026-03-17/run2/g_validation_20260706_192528.json
G,clean,g-low-3,,low,reassign_handover,,agent,gpt-5.4-mini-2026-03-17,run2,True,4484,4227,257,3,4.804914916996495,False,,data/results/final/gpt-5.4-mini-2026-03-17/run2/g_validation_20260706_192528.json
G,clean,g-low-4,,low,opportunity_win,,workflow,gpt-5.4-mini-2026-03-17,run2,True,2765,2443,322,4,4.909349151996139,False,,data/results/final/gpt-5.4-mini-2026-03-17/run2/g_validation_20260706_192528.json
G,clean,g-low-4,,low,opportunity_win,,agent,gpt-5.4-mini-2026-03-17,run2,True,3239,2945,294,4,3.5742954470042605,False,,data/results/final/gpt-5.4-mini-2026-03-17/run2/g_validation_20260706_192528.json
G,clean,g-low-5,,low,kickoff,,workflow,gpt-5.4-mini-2026-03-17,run2,True,2696,2379,317,4,4.913145597995026,False,,data/results/final/gpt-5.4-mini-2026-03-17/run2/g_validation_20260706_192528.json
G,clean,g-low-5,,low,kickoff,,agent,gpt-5.4-mini-2026-03-17,run2,False,9282,8952,330,6,7.9755325020014425,True,,data/results/final/gpt-5.4-mini-2026-03-17/run2/g_validation_20260706_192528.json
G,clean,g-med-1,,med,account_sweep,,workflow,gpt-5.4-mini-2026-03-17,run2,True,3112,2607,505,6,6.62505375299952,False,,data/results/final/gpt-5.4-mini-2026-03-17/run2/g_validation_20260706_192528.json
G,clean,g-med-1,,med,account_sweep,,agent,gpt-5.4-mini-2026-03-17,run2,True,7808,7238,570,10,7.500347849003447,False,,data/results/final/gpt-5.4-mini-2026-03-17/run2/g_validation_20260706_192528.json
